label,rank,phrase,total_contribution,requirement_count
통상수용,408,단가관리,0.0446,1
통상수용,409,구현,0.0445,1
통상수용,410,품질보증계획과,0.0444,3
통상수용,411,보관,0.0443,1
통상수용,412,품질활동의,0.0442,2
통상수용,413,정의*하고,0.0442,2
통상수용,414,정합성이,0.0442,1
통상수용,415,메타데이터,0.0441,2
통상수용,416,행정안전부의‘소프트웨어,0.044,1
통상수용,417,행정안전부,0.044,1
통상수용,418,품질․공정관리,0.044,1
통상수용,419,용이성,0.0436,2
통상수용,420,품질보증계획을,0.0433,1
통상수용,421,품질보증방안을,0.0433,1
통상수용,422,요구사항관리,0.0432,1
통상수용,423,아키텍처·데이터,0.0431,1
통상수용,424,운영에,0.0431,5
통상수용,425,사업관리자,0.0431,1
통상수용,426,배제하기,0.043,1
통상수용,427,개발언어는,0.0429,2
통상수용,428,보안,0.0427,3
통상수용,429,개발표준을,0.0426,2
통상수용,430,종료,0.0426,1
통상수용,431,보장하기,0.0423,2
통상수용,432,호환,0.0423,2
통상수용,433,유사한,0.0422,1
통상수용,434,관리자인,0.0422,2
통상수용,435,득하여야,0.0421,2
통상수용,436,진척사항,0.0421,2
통상수용,437,월간보고,0.0417,3
통상수용,438,UI/UX로,0.0414,1
통상수용,439,제시하되,0.0413,1
통상수용,440,기준·규칙에,0.0412,2
통상수용,441,영역,0.0411,1
통상수용,442,모의해킹,0.0409,1
통상수용,443,개발을,0.0406,2
통상수용,444,보안관리자,0.0403,1
통상수용,445,오류메시지,0.0402,1
통상수용,446,권한관리,0.04,2
통상수용,447,오류가,0.0399,2
통상수용,448,자원관리,0.0398,4
통상수용,449,점검을,0.0397,1
통상수용,450,기재하여야,0.0393,1
통상수용,451,편의기능,0.0391,1
통상수용,452,정보,0.039,3
통상수용,453,취약점이나,0.0389,1
통상수용,454,보안서약,0.0386,1
통상수용,455,보안서약서를,0.0386,1
통상수용,456,보고관리,0.0383,1
통상수용,457,입력항목에,0.0382,2
통상수용,458,공공데이터베이스,0.0382,1
통상수용,459,메타데이터의,0.0382,1
통상수용,460,프로토타입,0.0379,1
통상수용,461,신청,0.0379,2
통상수용,462,개발언어,0.0377,1
통상수용,463,콘텐츠의,0.0377,2
통상수용,464,코딩,0.0377,2
통상수용,465,검색어를,0.0376,2
통상수용,466,검색된,0.0376,2
통상수용,467,마련,0.0375,1
통상수용,468,사용자를,0.0374,3
통상수용,469,기준으로,0.0372,2
통상수용,470,연계데이터에,0.0372,1
통상수용,471,추진되도록,0.0371,2
통상수용,472,온라인도움말,0.037,1
통상수용,473,도움말을,0.037,1
통상수용,474,도움말,0.037,1
통상수용,475,모니터링,0.037,1
통상수용,476,모니터링을,0.037,1
통상수용,477,운영성(데이터교환성,0.0369,1
통상수용,478,도출하고,0.0367,2
통상수용,479,제거하기,0.0367,2
통상수용,480,평가하기,0.0367,2
통상수용,481,프로그램과의,0.0366,1
통상수용,482,접근성과,0.036,1
통상수용,483,보안대책,0.036,3
통상수용,484,운영되고,0.036,1
통상수용,485,표준화(민원,0.036,1
통상수용,486,사업수행,0.0359,3
통상수용,487,설계하여야,0.0359,2
통상수용,488,산출물과,0.0358,2
통상수용,489,관리(크레딧,0.0358,1
통상수용,490,검증하고,0.0358,1
통상수용,491,착수보고회,0.0358,4
통상수용,492,하도급)에,0.0356,1
통상수용,493,관리·감독,0.0356,1
통상수용,494,전자,0.0354,1
통상수용,495,중인,0.0352,1
통상수용,496,개발방안을,0.0352,1
통상수용,497,관리함,0.0351,1
통상수용,498,준수사항,0.0351,3
통상수용,499,공정관리,0.0349,2
통상수용,500,표준화(DAR-005)하여,0.0349,1
통상수용,501,세부방안,0.0348,1
통상수용,502,프로젝트를,0.0348,1
통상수용,503,확정하여야,0.0348,2
통상수용,504,단위로,0.0347,2
통상수용,505,정의를,0.0346,1
통상수용,506,정의에,0.0346,1
통상수용,507,여부,0.0346,2
통상수용,508,일반,0.0345,1
통상수용,509,표준화(검토서,0.0345,1
통상수용,510,조직도,0.0343,3
통상수용,511,함(전자정부프레임워크,0.0342,1
통상수용,512,체계적으로,0.0342,1
통상수용,513,추진과제,0.0341,1
통상수용,514,개발단계별,0.0341,1
통상수용,515,일감관리,0.0341,1
통상수용,516,업로드(공인인증서,0.034,1
통상수용,517,품질관리자(QAO)에,0.0338,2
통상수용,518,품질을,0.0337,3
통상수용,519,자동작성,0.0337,2
통상수용,520,개발절차·개발방법,0.0336,1
통상수용,521,재구성하여야,0.0336,1
통상수용,522,상호운용성(데이터교환성,0.0336,1
통상수용,523,표준(단어,0.0335,4
통상수용,524,프로젝트/워크스페이스,0.0335,1
통상수용,525,자료작성,0.0334,1
통상수용,526,메타관리시스템,0.0334,1
통상수용,527,계획을,0.0333,3
통상수용,528,안정화를,0.0332,1
통상수용,529,노트북은,0.0329,1
통상수용,530,준수한,0.0328,3
통상수용,531,반출입하는,0.0328,1
통상수용,532,성과관리,0.0327,2
통상수용,533,삭제,0.0327,2
통상수용,534,기준·규칙,0.0326,2
통상수용,535,보고는,0.0325,3
통상수용,536,형상관리가,0.0325,3
통상수용,537,메인화면,0.0324,1
통상수용,538,민원신청에,0.0323,1
통상수용,539,지원하여야,0.0323,1
통상수용,540,이해하기,0.0323,2
통상수용,541,"번호,",0.0322,1
통상수용,542,조직도를,0.0321,2
통상수용,543,사용량,0.0321,1
통상수용,544,사용가능하여야,0.032,1
통상수용,545,연계표준이나,0.032,3
통상수용,546,품질관리계획을,0.032,1
통상수용,547,메타데이터관리시스템,0.032,1
통상수용,548,서식관리(SFR-042)의,0.0319,1
통상수용,549,제안사(공동수급체를,0.0318,1
통상수용,550,공동수급원,0.0318,1
통상수용,551,표준안을,0.0314,1
통상수용,552,구조를,0.0313,1
통상수용,553,접근하는,0.0312,1
통상수용,554,검토기준,0.0311,2
통상수용,555,관리자간,0.0309,1
통상수용,556,제목·관리자·등록자·공유자를,0.0309,1
통상수용,557,로그관리,0.0308,1
통상수용,558,코드관리,0.0308,1
통상수용,559,기록·관리하고,0.0306,1
통상수용,560,품질마크,0.0305,1
통상수용,561,프로세스,0.0303,1
통상수용,562,데이터혁신기획팀에서,0.0303,1
통상수용,563,초기,0.0301,1
통상수용,564,정의서,0.0301,1
통상수용,565,관리자로,0.03,4
통상수용,566,추적·관리하고,0.03,1
통상수용,567,문제점은,0.0299,1
통상수용,568,기능개발,0.0299,1
통상수용,569,관리지침,0.0299,1
통상수용,570,업무시스템,0.0298,2
통상수용,571,관리(버전,0.0297,1
통상수용,572,표준제조기준·규칙,0.0297,1
통상수용,573,사용하므로,0.0297,1
통상수용,574,관리에,0.0296,2
통상수용,575,구축하여야,0.0296,3
통상수용,576,용이해야,0.0296,3
통상수용,577,검색(키워드,0.0296,2
통상수용,578,지침서,0.0294,2
통상수용,579,감리계획에,0.0293,2
통상수용,580,등록된,0.0293,3
통상수용,581,개발팀에,0.0292,1
통상수용,582,공사의,0.0292,1
통상수용,583,자료실의‘SW사업정보,0.0292,1
통상수용,584,최종보고회,0.0291,2
통상수용,585,접근권한,0.0291,2
통상수용,586,일치하지,0.029,1
통상수용,587,관리의,0.029,1
통상수용,588,준수여부,0.029,2
통상수용,589,착수보고,0.0289,4
통상수용,590,완료보고,0.0289,4
통상수용,591,개발하여,0.0289,2
통상수용,592,사용자가,0.0287,2
통상수용,593,로그인에,0.0287,1
통상수용,594,로그인하지,0.0287,1
통상수용,595,콘텐츠는,0.0287,1
통상수용,596,과업,0.0287,1
통상수용,597,상위표준,0.0287,3
통상수용,598,메타데이터관리,0.0286,1
통상수용,599,포함하고,0.0285,1
통상수용,600,성과에,0.0284,2
통상수용,601,다하여야,0.0284,1
통상수용,602,접근제어,0.0284,1
통상수용,603,국방정보기술표준,0.0284,2
통상수용,604,수행계획,0.0283,1
통상수용,605,가능하여야,0.0282,1
통상수용,606,사용자별,0.0282,2
통상수용,607,관리가,0.0282,3
통상수용,608,제출,0.0282,2
통상수용,609,자료복구,0.0282,1
통상수용,610,개발시험평가(DT,0.0281,1
통상수용,611,온-나라,0.0281,1
통상수용,612,준수실태,0.0278,3
통상수용,613,적용계획,0.0277,1
통상수용,614,수시보고서,0.0277,1
통상수용,615,협의체(가칭,0.0276,2
통상수용,616,협의하고,0.0276,2
통상수용,617,등록되는,0.0275,2
통상수용,618,공동수급체를,0.0275,1
통상수용,619,입력항목을,0.0274,1
통상수용,620,입력하여,0.0274,2
통상수용,621,변경이,0.0271,1
통상수용,622,대책,0.027,2
통상수용,623,취약점을,0.0269,1
통상수용,624,준수해서,0.0268,1
통상수용,625,무엇이든지,0.0268,1
통상수용,626,등과,0.0268,1
통상수용,627,파악,0.0266,1
통상수용,628,구성하기,0.0266,1
통상수용,629,입력항목,0.0266,1
통상수용,630,작성하여야,0.0265,2
통상수용,631,메타데이터표준”을,0.0264,1
통상수용,632,행정표준용어”을,0.0264,1
통상수용,633,관리서버,0.0264,1
통상수용,634,취약점관리,0.0264,1
통상수용,635,기능․성능,0.0264,1
통상수용,636,준수율,0.0264,1
통상수용,637,검색하기,0.0262,1
통상수용,638,도입·운영되어야,0.0262,1
통상수용,639,사업관리기관,0.0261,2
통상수용,640,일정계획이,0.0261,1
통상수용,641,관리하기,0.026,1
통상수용,642,범정부,0.0259,1
통상수용,643,범정부EA포털에,0.0259,1
통상수용,644,범정부EA포털,0.0259,1
통상수용,645,방지하기,0.0258,1
통상수용,646,국회관리,0.0257,1
통상수용,647,책임을,0.0257,1
통상수용,648,기준·규칙을,0.0257,1
통상수용,649,갱신·관리해야,0.0255,1
통상수용,650,일정계획표,0.0254,1
통상수용,651,하기,0.0253,2
통상수용,652,포함한,0.0253,1
통상수용,653,추진할,0.0253,1
통상수용,654,정보보호계획,0.0253,2
통상수용,655,유지관리성,0.0251,1
통상수용,656,진단서,0.0251,1
통상수용,657,등록·신청,0.0251,1
통상수용,658,진행하여야,0.0251,1
통상수용,659,금지하여야,0.0251,2
통상수용,660,지침서/안내서,0.025,1
통상수용,661,학습데이터셋(지침서/안내서)을,0.025,1
통상수용,662,공무원지침서/민원인안내서,0.025,1
통상수용,663,지침서/안내서에,0.025,1
통상수용,664,IDC-위원회,0.025,1
통상수용,665,프롬프트(SFR-015)에,0.025,1
통상수용,666,조회화면,0.025,1
통상수용,667,품질보증방안,0.025,1
통상수용,668,자료에,0.0249,3
통상수용,669,데이터베이스관리자를,0.0248,1
통상수용,670,추진실적,0.0246,2
통상수용,671,품질목표,0.0246,4
통상수용,672,외부,0.0245,1
통상수용,673,별도양식에,0.0245,2
통상수용,674,검증하는,0.0244,1
통상수용,675,메인,0.0242,1
통상수용,676,도메인,0.0242,1
통상수용,677,입력정보에,0.0242,1
통상수용,678,입력값에,0.0242,1
통상수용,679,개발하며,0.0241,1
통상수용,680,개발언어에,0.0241,1
통상수용,681,수행방법론을,0.0241,2
통상수용,682,침해대응,0.0241,2
통상수용,683,요구사항에서,0.024,2
통상수용,684,결정하여야,0.024,2
통상수용,685,단계별,0.0239,1
통상수용,686,관리시스템과,0.0239,3
통상수용,687,관리시스템에,0.0239,3
통상수용,688,국방정보화표준,0.0238,1
통상수용,689,표준은,0.0238,1
통상수용,690,사용하는,0.0238,2
통상수용,691,양식을,0.0237,2
통상수용,692,로그인시,0.0237,1
통상수용,693,핵심인력(사업관리자(PM,0.0236,1
통상수용,694,스트),0.0236,1
통상수용,695,UTF-8,0.0236,1
통상수용,696,협조하여야,0.0235,2
통상수용,697,자체유지관리,0.0234,1
통상수용,698,간에는,0.0234,1
통상수용,699,포함,0.0233,1
통상수용,700,게시판,0.0233,2
통상수용,701,금지,0.0232,2
통상수용,702,관리계획,0.0231,1
통상수용,703,작성·제출,0.023,1
통상수용,704,사업과,0.023,2
통상수용,705,세부기능,0.0229,1
통상수용,706,신청정보와,0.0229,2
통상수용,707,교육을,0.0229,2
통상수용,708,금지함,0.0229,2
통상수용,709,관리(등록,0.0228,1
통상수용,710,사업수행조직,0.0228,2
통상수용,711,국가정보자원관리원(DB,0.0226,1
통상수용,712,국가정보자원관리원(AI,0.0226,1
통상수용,713,국가정보자원관리원의,0.0226,1
